number,post,label
1424435444205371392,...,fear
1425909891772862464,...,fear
1426890885355249665,...,fear
1432361350529912832,...,fear
1433008380013056002,...,fear
1438081154037559305,...,fear
1438875555852693505,...,fear
1456249830309875712,...,fear
1232053119229386752,...,fear
1238242241908551681,...,fear
1238551050149298178,...,fear
1239179641111416832,...,fear
1243162289722871808,...,fear
1243922694669840385,...,fear
1247102327980515329,...,fear
1247103348987375621,...,fear
1248646767605932033,...,fear
1251251998126739457,...,fear
1260166922454302723,...,fear
1265928192822558721,...,fear
1269316199499870208,...,fear
1270080715363934209,...,fear
1270700613333135361,...,fear
1271881587207163904,...,fear
1272451282603839488,...,fear
1276865735936167937,...,fear
1280024440542199810,...,fear
1298400466544599040,...,fear
1304162518726836225,...,fear
1306736891782410248,...,fear
1319019652253700098,...,fear
1335891622429667331,...,fear
1340142410991603713,...,fear
1348087334235992071,...,fear
1364328471934205956,...,fear
1367841504220315650,...,fear
1378013389138591747,...,fear
1378056950349492225,...,fear
1378300036711378944,...,fear
1378691444207144962,...,fear
1378697911270268935,...,fear
1379310223320567818,...,fear
1379377877121175556,...,fear
1381371055286202374,...,fear
1383193119722721281,...,fear
1386411398272585730,...,fear
1386719757299245064,...,fear
1386745894456938501,...,fear
1386969479293411332,...,fear
1387135653297672196,...,fear
1389175279957024776,...,fear
1389416801365278721,...,fear
1390727830040948737,...,fear
1394468817640857605,...,fear
1394576365475835905,...,fear
1395078591306682369,...,fear
1396057795024330756,...,fear
1398294953797763073,...,fear
1398636853260083202,...,fear
1400990320096075780,...,fear
1401843121080635394,...,fear
1405002066133725185,...,fear
1405492046983577602,...,fear
1406123438222237698,...,fear
1407294360627167233,...,fear
1410571351593828362,...,fear
1412354093167910916,...,fear
1413862290760376321,...,fear
1413873961415450626,...,fear
1413963291529986062,...,fear
1414279665703915526,...,fear
1416782085159800852,...,fear
1419733703433998358,...,fear
1426239988279259136,...,fear
1429250980474982400,...,fear
1441299126822580224,...,fear
1233111334243459075,...,fear
1237962219800924161,...,fear
1246669143715258371,...,fear
1254528675338489858,...,fear
1256087925172903936,...,fear
1238185814204481539,...,fear
1268632057309265929,...,fear
1273958598113181696,...,fear
1276857173608464386,...,fear
1282781568067657728,...,fear
1337725488232542209,...,fear
1337983600495616000,...,fear
1339955911394287618,...,fear
1340255201211637761,...,fear
1340786065926479873,...,fear
1340857175414063104,...,fear
1373254178101940227,...,fear
1373620354887921667,...,fear
1374750656343457797,...,fear
1380176367308922883,...,fear
1387443772649246721,...,fear
1387450511423639558,...,fear
1394301694092189705,...,fear
1394479799398248449,...,fear
1405817121163067396,...,fear
1410605981101297675,...,fear
1411246999681310722,...,fear
1411397773216342025,...,fear
1413831577973440512,...,fear
1421948033860841472,...,fear
1433459582123266056,...,fear
1437038402109677570,...,fear
1437048174309412864,...,fear
1437053665521569797,...,fear
1451335166522179585,...,fear
1455491868192612357,...,fear
1410721741635080195,...,fear
1234011634118647808,...,fear
1237050132283166728,...,fear
1238133535619366912,...,fear
1240339704320536579,...,fear
1244232343696662533,...,fear
1245088916182568961,...,fear
1359446647575576576,...,fear
1399957779738251267,...,fear
1409454568556089344,...,fear
1419353881142771714,...,fear
1453264151665577986,...,fear
1453270570779484166,...,fear
1453292845603954695,...,fear
1374297130106511368,...,fear
0,كل ما أسمع كلمة الموجه الثاني تجيني ام الركب عشان كورونا,fear
0,مخالط مصاب كورونا ليومين ومابقى مكان مارحت له معه!! طقتني أم الركب، مع العلم ان قد جتني كورونا,fear
1285327824283406337,...,fear
1362126716915896322,...,fear
1422319125687422976,...,fear
1423269399885189127,...,fear
1418857460685840393,...,fear
1402566501002055685,...,fear
1466821179046567940,...,fear
1466829781660536839,...,fear
1321547302478249985,...,fear
0,لا أخاف من كورونا و تحديثاتها ولكن أخاف على الأغلاق التام للدول و أنهيار الأقتصادات العالمية التي تنتج عنها الحروب و الكوارث,fear
1239885883370766338,...,fear
1235555692041441281,...,fear
0,#شي_تتمناه_lلان اتمنى ان كورونا ومتحوراتها تروح ونرجع إلى اوضاعنا الطبيعية بدون خوف بدون هم بدون غم ☹ 💔,fear
1236720893184937986,...,fear
1236722159487258625,...,fear
1243523222890479620,...,fear
0,والله ما عرفنا نقسم همنا واهاتنا ياويلنا غلاء معيشة ويا ويلنا متحورات كرونا وياويلنا تحقيق الامن لاولادنا .. مالينا غيرك ي رب العباد يالطيف ألطف بحالنا الضعيف.,fear
1466442927383658512,...,fear
1468309896651317249,...,fear
0,1والله من جد علقو المدارس حنا خايفين ع اولادناا,fear
1268827458570268673,...,fear
1431626144210685955,...,fear
1265159313762459649,...,fear
1464274995085991944,...,fear
1466087862282211339,...,fear
1384831567856603136,...,fear
1240706964012666881,...,fear
1466137896579182597,...,fear
1321265431781560320,...,fear
1455623833516482562,...,fear
1466714322168598532,...,fear
1465403000340549634,...,fear
0,والله من جد علقو المدارس حنا خايفين ع اولادناا,fear
1466010084237103104,...,fear
1466760037053911040,...,fear
1469944544473006086,...,fear
1469254955852877824,...,fear
1469748639392272390,...,fear
1466046870694809602,...,fear
0,عودة المدارس ستسبب كارثة ….اتمنى ان تكون عن بعد فلن نخاطر بابنائنا ابدا,fear
0,الطلبة في خطر اذا التعليم حضوري …. خاصة مع ظهور المتحور دلتا وانتقالة السريع بين الناس .,fear
0,تكون حضوري صح بس بتطبيق التباعد اما. بأخذ اللقاح ما انصح وبقوه,fear
0,اشتغلو اهل المكتبات واهل النقل ومحلات المراييل اقول من بيعوضني عن ابن المصاب بالسكر والربو اذا اصبحت الدراسة حضوري لن اغامر بابنائي يجلسون في البيت الى ان ياتي العلاج,fear
0,جبلي اللوكيشن بس الحمدلله كنت خايف من المدارس لان فيها تجمع لايوصف,fear
0,الله ياخذكم متى ترجعونها حضوري عدنا بنموت 👠,fear
0,أنا خايف أروح المدرسة ويعدوني وهذا يخليها حضوري؟؟,fear
0,يالله تكفون مانبيها حضوري الحين انا سبيت ناس وحالفين يصفقوني تكفون لا اا خلوها عن بعد,fear
1282842698894974976,...,fear
1288164040452300800,...,fear
0,تكفي يالوزير الابتدائي خلهم حضوري اذا درسوا من ٣ الى٧ اليوم كامل بيضيع,fear
0,اللهم احفظ بلاد الحرمين الشريفين من كل شر والله ثم والله ان يما سمعت خبر ان اسعار البترول ادمرت ما ت غير ع السعوديه والله مش ع شان مقيم فيها بالعكس ع شان خايف ع مصر لان السعوديه ومصر واحد تحيا مصر والسعودية وكل الدول العربيه,fear
1236264874520588288,...,fear
1336252848959598592,...,fear
1355980709727506435,...,fear
1378658466450059265,...,fear
1379541415751999491,...,fear
1390600681711710211,...,fear
1410111133919371264,...,fear
1412085441340317701,...,fear
1414128498470539268,...,fear
1414129418990243840,...,fear
1414137480614350849,...,fear
1414139896181178368,...,fear
1414189293694763014,...,fear
1414449423564877825,...,fear
1416806667061190661,...,fear
1416971059484520448,...,fear
1401484065446973442,...,fear
1226946477882212352,...,fear
1236727939993088006,...,fear
1243434574417297408,...,fear
1433562476281430020,...,fear
1223878901925105669,...,fear
1232340214217089026,...,fear
1236725219328434176,...,fear
1237136817385885703,...,fear
1238033014178922502,...,fear
1238181853112254464,...,fear
1239839743774515201,...,fear
1239917715021869058,...,fear
1239935260416229377,...,fear
1240592233931341826,...,fear
1240744181485711370,...,fear
1243229093178548226,...,fear
1250443528406106112,...,fear
1252130124335587329,...,fear
1272769596622278657,...,fear
1282768874124042240,...,fear
1288164040452300800,...,fear
1302185292280066051,...,fear
1357246060792598528,...,fear
1358859622908645380,...,fear
1358861303985635333,...,fear
1362694908084158464,...,fear
1372312447500087296,...,fear
1377972319830876160,...,fear
1381021864710045697,...,fear
1381624914793365506,...,fear
1398688826298613763,...,fear
1413844695810289668,...,fear
1419994165593714688,...,fear
1431614862455607300,...,fear
1431675588872450048,...,fear
1455724972874387456,...,fear
0,ويبغون الدراسة حضورية !!! ماعندنا استعداد نخاطر باطفالنا,fear
0,اولا الحالات تزدادكل يوم وأطفالنا امانه ولن نخليهم يدرسون حضوريا ابدا حتي يزول الوباء,fear
0,الله يستر نتمنى ان تكون الدراسة عن بعد لدى البعض خوف شديد من هذا الوباء,fear
0,الله يبشرك في الخير وجزاك الله خيرا🥰🥰🥰🥰🥰,happiness
0,الحمدلله على نعمة العافية يارب زوال الوباء الى الابد يارب🥰🥰🥰,happiness
0,الحمدالله كملت الجرعتين والله يعز دولتنا والحمدالله بدون م نعرف السبب واثقين بدولتنا🇸🇦😍,happiness
1467463883623473165,...,happiness
1467590931771650048,...,happiness
1333177576324476933,...,happiness
0,الله يحفظك يابلد الخير والمحبه بلدي المملكه العربية السعودية,happiness
0,الحمدلله يارب ان شاءالله يروح باسرع وقت,happiness
0,هذا من فضل ربي وكرمه علينا,happiness
1467840663182053376,...,happiness
1464573981957185545,...,happiness
1464574628106485763,...,happiness
1464575733133684736,...,happiness
1461313337887756294,...,happiness
1460953954242678784,...,happiness
0,الحمدلله كملت الجرعتين والله يعز دولتنا والحمدلله بدون م نعرف السبب واثقين بدولتنا 🇸🇦😍,happiness
0,الحمدلله جرعتين ولو فيه ثالثة بإذن الله باخذها,happiness
0,اليوم الحمدلله اخذت الجرعه الثانيه,happiness
0,الوزير يجرب اللقاح على نفسه جزاه الله خير .عشان الناس يتشجعون ويدرأ مخاوفهم,happiness
0,افضل وزير صحه في العالم,happiness
0,الحمدلله ماجتني كورونا ولا مكرونا مناعة طبيعية لله الفضل والمنة,happiness
0,وزارة الصحة تبذل جهود جبارة في الحد من انتشار هالفيروس فليبارك الله في هذه الجهود,happiness
0,والله ماعمري شفت الشعب السعودي ملتزم اكثر من هذه الايام !,happiness
1467835633448148995,...,happiness
1466721070568951813,...,happiness
1468510571209318400,...,happiness
1330859797944659970,...,happiness
1449682372249665536,...,happiness
1466302554502049799,...,happiness
1284072205488459776,...,happiness
1261868212335120384,...,happiness
1465724939269513219,...,happiness
1326544335161102341,...,happiness
1448999720257470518,...,happiness
1235409140379455495,...,happiness
1465954168250712064,...,happiness
1260200985378598912,...,happiness
1236321850550091777,...,happiness
1275045764843155456,...,happiness
1266001199955836928,...,happiness
1344310730305253378,...,happiness
1386881185360617472,...,happiness
1467209823879974913,...,happiness
1467607791560974344,...,happiness
1443887108880470017,...,happiness
1291445636672425986,...,happiness
1332066740281479168,...,happiness
1413427773197193216,...,happiness
1356665245020925953,...,happiness
1372799833673588743,...,happiness
1465273832248336387,...,happiness
1306265032519495680,...,happiness
1407899776373436418,...,happiness
1283399710544400384,...,happiness
1274796842996445187,...,happiness
1283718945443319808,...,happiness
1286207588355452930,...,happiness
1286325325534769157,...,happiness
1318257828772171777,...,happiness
0,دولة عظيمة تحب شعبها الله يحفظهم,happiness
0,ماني راعية كمامة بس فرحت ماعاد فيه كمامة الحمدلله,happiness
0,الحمد الله والشكر لله فعلا انخفاض الاصابه بالكارونا خف واجد وملحوظ وان شاء الله ترجع الحياه مثل اول واحسن,happiness
0,الحمد الله اخذته و مافيني غير الصحة و العافية,happiness
0,#الصحة:تسجيل (27) حالة تعافي ليصبح إجمالي عدد الحالات المتعافية (538 966) حالة ولله الحمد.,happiness
0,بفضل الله أكثر من (45 000 000) جرعة من لقاح كورونا (كوفيد-19) تم إعطائها حتى الآن عبر أكثر من (587) موقع للتطعيم في كافة مناطق المملكة.,happiness
1339151972696543233,...,happiness
0,لله الحمد والشكر,happiness
1466024499380465669,...,happiness
1467463883623473165,...,happiness
1465678772380831748,...,happiness
0,الحمدلله والشكر اعراضه خفيفة,happiness
0,الحمد لله الذي عافانا مما ابتلى به غيرنا وفضلها على كثير مما خلق تفضيلا,happiness
1465327187423281158,...,happiness
1468251614515548162,...,happiness
1466944380263149570,...,happiness
1452263729366769673,...,happiness
1449606381036785666,...,happiness
1359574413574893575,...,happiness
1468500214487126022,...,happiness
1467518026983645195,...,happiness
1467997313910067209,...,happiness
1289277068287434752,...,happiness
1266889486220353538,...,happiness
1353778692842008579,...,happiness
1319261760474484736,...,happiness
1391770041880915968,...,happiness
1243519665290313728,...,happiness
1277586890779242497,...,happiness
1265624495831818248,...,happiness
1464677201341829124,...,happiness
1387854733881249796,...,happiness
1266950781711929345,...,happiness
1247392309995593732,...,happiness
1466183965707014144,...,happiness
1386800970592555010,...,happiness
1288820956874539009,...,happiness
1384190389687443456,...,happiness
0,الحمدلله نتيجة الفحص سلبية وماعندي شي ❤❤,happiness
1315274317744267264,...,happiness
1456904760469172232,...,happiness
1403120999621615620,...,happiness
1425799599621558276,...,happiness
1254247727086686215,...,happiness
1254237289515028482,...,happiness
1335206532259180545,...,happiness
0,بالنسبه لي احلا ايام كانت إيام الحظر حسيت بالأمان اكثر وكل شي يوصلني لعندي والمكياج ارتاح من وجهي,happiness
1450509831618564097,...,happiness
1325925562783821824,...,happiness
1283839098541801472,...,happiness
1468246653106888707,...,happiness
1251143036412628995,...,happiness
1263495181946351616,...,happiness
1466787136502439943,...,happiness
1466720354840236037,...,happiness
1338402086283849730,...,happiness
0,توي اخذته انا كنت خايف من الابرة انهم يضربوها حاده بس بالنهايه والله ماحسيت فيها الحمدلله صح الم في ظهري بس حمدلله بسيط ويدي مافي قوة بسيطه لاتشيلو هم لانها ضروري بالتقاديم العسكرية الله يوفقنا وياكم يارب❤,happiness
1350362606469578757,...,happiness
1275744486270918657,...,happiness
1294642479304712194,...,happiness
1320208199291686914,...,happiness
1289671762569908224,...,happiness
0,عدد الوفيات في تناقص الحمدلله,happiness
0,الحمدلله الذي عافانا تعافيت من كورونا,happiness
0,اخيرا اخذت الجدعتين,happiness
0,الاصابات تتناقص ياربي لك الحمد,happiness
0,احلى شي صار هو الحجر,happiness
0,ازمه وعدت,happiness
0,ياربي لك الحمد الى الان مااصابتنا كورونا,happiness
0,خلصت حجر اخيراا,happiness
0,اعتقد ان كلنا فرحانين بالحجر,happiness
1465986594641428482,...,happiness
1389627175628906497,...,happiness
1309034506448449537,...,happiness
1440250879668412423,...,happiness
1414291612524584964,...,happiness
1467841742695194624,...,happiness
1467062265178431491,...,happiness
1467070693472878602,...,happiness
1449469653638656004,...,happiness
1274340637727490050,...,happiness
1449622262429143040,...,happiness
1296685592659582977,...,happiness
1444755472557477893,...,happiness
0,ويتوقع بعض خبراء الأمراض المعدية أن يصبح "أوميكرون" في النهاية هو المتغير السائد لكوفيد-19، وذلك نظراً لزيادة قابليته للانتقال، ولكن هناك أخبار جيدة في هذا الصدد إذ أعلنت شركة "فايزر" أن الجرعة المعززة الثالثة من لقاحها يمكنها التغلب على "أوميكرون",happiness
0,وأشارت إلى أنه على الرغم من أن الدراسات المعملية تظهر أن المتغير الجديد يقلل من الحماية التي يوفرها اللقاح بأكثر من 25 ضعفاً لدى الأشخاص الذين حصلوا على جرعتين كاملتين، فإن الجرعة الثالثة تعزز مستويات الأجسام المضادة مرة أخرى إلى ما كانت عليه.,happiness
0,الأكيد ان هذه الأزمة ستمضي..,happiness
0,وسط ترقب عالمي وسباق مع الزمن، أوكسفورد تعلن نجاح تجارب لقاح كورونا (كوفيد-19)،,happiness
0,عدم المعرفة عبء كبير عشته الأيام الماضية تحت ظل شبح كورونا ..حيرة وألم وربما وهم وبُعد عن عملي وأسرتي وهاهو الفرج يقترب 🕊,happiness
0,الحمد لله ، أخبار مفرحة عن كورونا ، نسأل الله زوال هذا الوباء وأن يحفظ عمان وأهلها من كل سوء ..,happiness
0,عاجل: ترامب عبر تويتر يؤكد تواجد أخبار مفرحة عن لقاح لفيروس كورونا: "أخبار عظيمة حول اللقاحات".,happiness
0,الحمد والمنة لله أخبار مفرحة عن فايروس كورونا جعله الله ضعيف أمام صبرنا على البلاء الذي فرضه الله سبحانه على الأرض وهاهو رب العالمين يكافئنا على صبرنا لقوله سبحانه "وبشر الصابرين",happiness
0,اخبار مفرحه عن فيروس #كورونا وهو ان علاج الملاريا يعالجه بنسبة 100%,happiness
1457455349250854912,...,happiness
1450885983315050499,...,happiness
1453391988959629319,...,happiness
1465983907199922180,...,happiness
1264807945826598913,...,happiness
1436817304386424835,...,happiness
1461449153872113670,...,happiness
1464273393121959937,...,happiness
1458062880553775109,...,happiness
1464900223550038016,...,happiness
1334532030453964807,...,happiness
1342129893614575619,...,happiness
1408402004590972935,...,happiness
1449406845064466432,...,happiness
1411179839764172801,...,happiness
1404216940076351490,...,happiness
1418840807717605377,...,happiness
1449009281328680961,...,happiness
1321174252515692544,...,happiness
1272977600860872704,...,happiness
1282568923754438656,...,happiness
1276815730332389376,...,happiness
1284868887104892930,...,happiness
1265301381340180480,...,happiness
1274419216985337860,...,happiness
1317883549643689986,...,happiness
1427560950928969729,...,happiness
1400850350534443008,...,happiness
1290556817244905472,...,happiness
1354526169694138369,...,happiness
1279448683252195331,...,happiness
1453087049477726222,...,happiness
0,كفو يا كورونا اشكرر امك يشيخ. تصدق انهم عاد عطونا إجازه سبوعين,happiness
0,فخر لي اني كنت من ابطال كوفيد ومن احد الممرضين الواقفين في الخط الاول تجاه كورونا وكانت لي يد وبصمه في حربنا تجاه كوفيد,happiness
1286757448527818754,...,happiness
1265830762663890946,...,happiness
1376889042994917379,...,happiness
1246539228927885315,...,happiness
1261955393514848262,...,happiness
1276895711922135041,...,happiness
1443271971517706243,...,happiness
1225002807046090752,...,happiness
1309878930816602113,...,happiness
1264711149955710976,...,happiness
1248651054696325121,...,happiness
1245964197256744961,...,happiness
1464937781864636420,...,happiness
1464965192236818433,...,happiness
1465426131834839047,...,happiness
1465377707404021763,...,happiness
1463858245462810633,...,happiness
1463500864002404363,...,happiness
1463132396233101313,...,happiness
1433045974558072832,...,happiness
1433046208533123072,...,happiness
1433046970592079877,...,happiness
1449002205235789862,...,happiness
1463852318097653779,...,happiness
1463852532908896259,...,happiness
1401864956572749825,...,happiness
1274327150708101121,...,happiness
1466884200385110017,...,happiness
1466944380263149570,...,happiness
1466937555786600454,...,happiness
1468541792207396867,...,happiness
1466979740737277955,...,happiness
1339552665475440640,...,happiness
0,لحمدلله حمدًا كثيرًا طيبًا مُباركًا فيه💚 خنقتني العبرة، و لامس قلبّي🥺🥺 فيلم رائع جدًا، وجهد واضح تُشكرون عليه🙏🏻💕✨,happiness
0,المفروض متحدث الصحه خلاص م عاد يتحدث.. يحط لهم ذا المقطع و يبرد ع قلبه 😂😂😂👌,happiness
0,والله إن الربيعه وده يفقع كل واحد كف 😂😂😂 الرجال تعب مع شعب مايعرف يقول نعم 😂,happiness
0,رفع راسك وانت سعودي عظيمه يالسعوديه ورحيمه وبشهادة العالم اجمع حفظ الله بلادي من هذا الوباء وجميع المسلمين دائما سباقه وفي المراكز الاولى في شتى المجالات حفظ الله هذا الوطن وحفظ الله الملك سلمان وولي العهد محمد بن سلمان لهذا الوطن وحفظ الله القائمين جميعا في ردع هذا الوباء ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤,happiness
0,عز وفخر 🇸🇦🇸🇦🇸🇦❤ ❤,happiness
0,بتنفرج كرونا 😍😍😍😍🤩🤩🤩 قال وزيرالصحة كرونا بتروح خلاص يس يس يس يس 🥰🥰🥰🥳🥳🥳🤩🤩🤩😍😍😇😀😃😄😁😆😎🤓😏,happiness
0,شعور جميل جداً ولا يوصف كوني من من هذا البلد الرائع الذي يصعب وصفه كوني سعودية احساسي بالفخر يزداد يومًا تلو الآخر🇸🇦🇸🇦🇸🇦🤍,happiness
0,لحمد لله على السلامة الله يعز حكومة المملكة العربية السعودية وينصرهم ويحق لنا الفخر فيها وجزاهم خير الجزاء وزرة الصحة والعاملين فيها,happiness
0,لحمد لله دائما وأبدا.. اللهم احفظ اهلينا وكل من نحب واحفظ المسلمين والمسلمات .. وشافي وعافي كل مريض/ة وابعد عننا هذا الوباء آمممييينننن💙💙,happiness
1302344703820652548,...,happiness
1403759918247731206,...,happiness
1379782707547365377,...,happiness
1265788387765747712,...,happiness
0,لحمدلله والشكر اعراضه خفيفة,happiness
1468541817075417089,...,happiness
0,حمد الله أخذت القاح والأعراض بسيطة جدا 💚💚,happiness
0,مشكورين مملكه الانسانيه فعلا اللقاح مجاني للمواطن والمقيم ❤ ❤ ❤ ❤ 🇸🇦🇸🇦🇸🇦🇸🇦,happiness
0,الحمدلله مرره فرحانه اخذت اللقاح باسرع وقت شكرا مملكتنا الغالية,happiness
1455486175100215302,...,happiness
1454715097314639875,...,happiness
1453702053851717638,...,happiness
1468141273643167749,...,happiness
1469365171453927425,...,happiness
1448997583213449219,...,happiness
1299099123526836224,...,happiness
1420358487280848900,...,happiness
1412359286097915904,...,happiness
1431717085906939906,...,happiness
1464962272921595906,...,happiness
0,احسن حاجة فى كرونا انوا مفيش مدارس😂😏,happiness
0,فعلا مرحلة صعبه حتى ع الافراد الصغير والكبير الغني والضعيف الكل يشكر ع التزامة الله يجعلها اخر الاوبئة وحفظ الله لنا وطنا ♥ ♥ ♥,happiness
0,بحياتي ما انسى ازمة كورونا علمتنا اشياء كثير ومستحيل احد عاصرها ما حتظل في باله راسخه ايام كانت صعبه وحلوه ومليئه بالاشياء اللي ما اعتدناها كانت فترة صعبه بس بفضل الله تخطيناها 🙏🏻,happiness
0,يسعد ام الاخبار الي كذ,happiness
1441754846089003013,...,happiness
1441743374139207680,...,happiness
1397244597340934147,...,happiness
1348307846740529155,...,happiness
1303316789468762117,...,happiness
1289978615715659778,...,happiness
1433857695908614153,...,happiness
1428335630749208580,...,happiness
1302643047260454918,...,happiness
1342099135370039297,...,happiness
1449726887622754305,...,happiness
0,من افضل دول العالم في مواجهة كورونا 👍,happiness
0,انا مصاب و بي فضل الله ثم جهودكم الحمد الله صرت أحسن من قبل الله يقويكم,happiness
0,انا جاتني مرتين والحمدلله عدت على خير,happiness
1466677452881776640,...,happiness
1242793087258243073,...,happiness
1291435562403078144,...,happiness
1466319896392970242,...,happiness
1466498178610614274,...,happiness
1420708573705871362,...,happiness
1466937555786600454,...,happiness
1445375648583856137,...,happiness
1293695634210467842,...,happiness
1466302554502049799,...,happiness
1466745427974307846,...,happiness
1283839098541801472,...,happiness
1465301038026665986,...,happiness
1463809896344920072,...,happiness
1464497570806484995,...,happiness
1463084559097028609,...,happiness
1402124268209684480,...,happiness
1242142523130339330,...,happiness
1241862845924589568,...,happiness
1448992038503043073,...,happiness
1448992038503043073,...,happiness
1448996297311203329,...,happiness
1448992290832269324,...,happiness
1448992290832269324,...,happiness
1468177835189751809,...,happiness
1448993271171137571,...,happiness
1418531138864402434,...,happiness
1369954443421159425,...,happiness
1415171898149937156,...,happiness
1341964602595307526,...,happiness
1321369002099331072,...,happiness
1441380646421630976,...,happiness
1441380646421630976,...,happiness
1449677627539722245,...,happiness
1396900356693667846,...,happiness
1429059458819403782,...,happiness
1466867693320089605,...,happiness
1466082203398463491,...,happiness
1466042197879537665,...,happiness
1467845498312794118,...,happiness
1464309765962612736,...,happiness
1463249886162337801,...,happiness
1462401413749911552,...,happiness
1433647924676812800,...,happiness
1386091206577434624,...,happiness
1298586729344118784,...,happiness
1266505801167929351,...,happiness
1241764020207652864,...,happiness
1241765870508146695,...,happiness
1450917248160370693,...,happiness
0,شكرا من كل قلوبنا لحكومتنا الرشيده وبخاصة القطاع الصحي الذين انقذوا بعد الله شعبنا من انتشار كرونا وسيطروا عليه بل اتو باللقاح,happiness
1469355100510511105,...,happiness
1373604276468076548,...,happiness
1469638825492295684,...,happiness
nan,انا صابتني كرونا والحمد لله والشكر لله ثم وزاره الصحه ع اهتمامهم الكبير َ للمواطنين َ وبذات مرضى كرونا,happiness
0,الحمدلله على حكومتنا ماقصرت مع شعبها الله يجزيهم كل خير ويكفينا شر الحاسدين,happiness
1465357843566112774,...,happiness
1407220306104758273,...,happiness
1459321094960259082,...,happiness
1468855888249303040,...,happiness
1466357893750571009,...,happiness
1283455173197783043,...,happiness
1468671070257430538,...,happiness
1464965836490346497,...,happiness
1462036754576277508,...,happiness
0,انا مصاب بكورونا و فرحت له 😁😍,happiness
0,الحمدلله 😭😭بابا اتعافى من كورونا ..كان من ضمن الحالات الحرجة اللهم لك الحمد ولك الشكر اتعافى. وخرج من المستشفى,happiness
0,ياربي لك الحمد الحمدالله على سلمتك يا ابوي 😭,happiness
0,حتية تقدير وحب لكل اطباء ولدكتورات في جميع انحاء لعالم على جهودكم لجباره في انقاض وسعاف لمصابين من مرضى فايروس كورونا عاشو الاطباء الابطال🌹✌🌹👍,happiness
0,الله يحفظ المملكة.. سبحان الله اول ماصار الفايروس بالصين كنت خارج المملكه ورجعت للمملكه قبل الاغلاق اول مارجعت قبل دخولي تم فحصي قبل تصير الاغلاق التام.. ربي تحفظ هاذي البلاد من كل شر..,happiness
0,الحمد لله على تخفيف الاحترازات عقبال باقى دول العالم وعقبال مانسمع عدد الحالات صفر فى السعوديه وانتهاء جائحة كورونا من جميع دول العالم وترجع الحياه لطبيعتها وتفتح السعوديه ابوابها للجميع والمقيمين والمعتمرين,happiness
0,الف الف مبروك جزاكم الله خيرًا ورحم الله كل من توفى من هذا الفايروس وشكرا لحكومتنا على جهودها الجبارة 🇸🇦🇸🇦🇸🇦,happiness
0,طبعا" القرار مرحب به ،، ولكن منظر يحزن له القلب جدا" ،، اللهم لا تبعد المؤمنين من اللقاء لقربك ، وصلى بك ،، اللهم أنشر الصحة الشفاء في مكة والمدينة وفي كل مكان من المملكة العربية السعودية ، واحفظ أهلها من كل شر وداء ،، وحرسها بعينك التي لا تنام,happiness
0,الله يعطيكم الف الف عافيه شعب اصيل و حكومه رشيده نظيفه الله يطول في عمركم,happiness
1469135228061069315,...,happiness
1469801814669340681,...,happiness
0,التصرف السليم كان سبب في انخفاض الحلات في المملكه جهود جبارة,happiness
0,تحياتي للحكومه السعوديه. اخوكم ناجي الكميم. ولاهتمامكم.,happiness
0,انا صابتني كرونا والحمد لله والشكر لله ثم وزاره الصحه ع اهتمامهم الكبير َ للمواطنين َ وبذات مرضى كرونا ❤,happiness
0,جزاكم الله خير دولة عظيمة تحب شعبها الله يحفظهم 🇸🇦💓,happiness
0,نشكره اذا الوزير فوالله انني الحظت تطور الي الاحسن,happiness
0,#شكرا_وزارة_الصحة الله يعطيكم العافية اهتمام منقطع النظير من الدولة وتكاليف باهضة سخرتها الدولة لصحة المواطن🌹,happiness
0,شكراً على وزارة الصحة على جهودها في القضاء على فايروس كورونا ❤ 🇸🇦,happiness
1311367992534618114,...,happiness
1274331785820807168,...,happiness
1339482293564551168,...,happiness
0,الله يريح بالك يادكتور,happiness
0,حمدلله ان بريطانيا علقت رحلات ليس مثل الصين الذي اخرقت جميع القواعد,happiness
0,اخذت فايزر قسم بالله ولااي حاجة حتي يدي ماوجعتني ولا عضلاتي عورتني,happiness
0,اخذنا اللقاح والحمدلله احنا بخير,happiness
1463872575306665984,...,happiness
1459257563279761413,...,happiness
1466744867762147329,...,happiness
1466745119860826118,...,happiness
1446417876836028416,...,happiness
1469597663846932480,...,happiness
1376889042994917379,...,happiness
1254480597248020485,...,happiness
1470051921151021068,...,happiness
1468452010622169088,...,happiness
1468116585223278594,...,happiness
1469772278909054978,...,happiness
1469266394084749318,...,happiness
1468267516443205632,...,happiness
1469664087474937859,...,happiness
1469273659751677965,...,happiness
1469285726248480772,...,happiness
1467371401216761858,...,happiness
1468267516443205632,...,happiness
0,الحمدالله ما جتنا اصابه من بدايتها لنهايتها الله يديم الصحة والعافيه للجميع 🤍🤍,happiness
1417195003244384263,...,happiness
1406937152408244226,...,happiness
1467983123463950350,...,happiness
1238426179620745218,...,happiness
1274348494560657411,...,happiness
1259675066717089793,...,happiness
1324859774316515330,...,happiness
1259520524679553024,...,happiness
1376889042994917379,...,happiness
1428363544035168256,...,happiness
0,حلو الحمدالله اني طعمت ابنائي,happiness
0,تعليق اكثر من رائع فعلاً هذه هي الحقيقه,happiness
